ano_implantacao;referencia;nome;bairro;local;rpa;quantidade;vagas;latitude;longitude 
2021;P001;Praça do Arsenal;Recife;Rua do Bom Jesus, oposto a Praça do Arsenal, esquina com Rua Barão Rodrigues Mendes;1;1;2;-8.06135; -34.87105 
2021;P002;Avenida Rio Branco;Recife;Av. Rio Branco, s/n - Recife;1;5;10;-8.06266; -34.87274 
2021;P003;Praça da Independência;Santo Antônio;Av Dantas Barreto, na Praça da Independência, oposto a Igreja Santo Antônio;1;5;10;-8.06423; -34.87839 
2021;P004;Praça Joaquim Nabuco;Santo Antônio;Praça Joaquim Nabuco em frente a Av Floriano Peixoto;1;3;6;-8.06447; -34.88135 
2021;P005;Praça Visconde de Mauá;Santo Antônio;Tv. do Cais da Detenção, s/n - Santo Antônio;1;2;4;-8.06672; -34.88286 
2021;P006;Praça Visconde de Mauá;Santo Antônio;Praça Visc. de Mauá, s/n - Santo Antônio;1;1;2;-8.05618; -34.87823 
2021;P007;Parque Treze de Maio;Boa Vista;Rua da Saudade, oposto ao número 374 e em frente ao Parque Treze de Maio / esquina com Rua Princesa Isabel;1;1;2;-8.05856; -34.88108 
2021;P008;Cinema São Luiz;Boa Vista;Rua Dr. Sebastião Lins, s/n - Boa Vista;1;1;2;-8.06229; -34.88204 
2021;P009;Igreja da Santa Cruz;Boa Vista;Rua da Santa Cruz, s/n - Boa Vista ;1;1;2;-8.06232; -34.88808 
2021;P010;Praça Miguel de Cervantes;Ilha do Leite;Rua Praça Dr Fernando Figueira em frente à Praça Miguel de Cervantes;1;2;4;-8.06532; -34.89368 
2021;P011;Mercado da Encruzilhada;Encruzilhada;Rua Dr. José Maria, s/n - Encruzilhada;2;4;8;-8.03739; -34.89238 
2021;P012;Rua Dona Ana Xavier;Casa Amarela;Rua Dona Ana Xavier, 147 - Casa Amarela;3;1;2;-8.02707; -34.91757 
2021;P013;Mercado de Casa Amarela;Casa Amarela;Rua Padre Lemos, s/n - Casa Amarela;3;4;8;-8.02646; -34.91786 
2021;P014;Largo de Casa Amarela ;Casa Amarela;Largo de Casa Amarela, s/n - Casa Amarela ;3;2;4;-8.02651; -34.91867 
2021;P015;Mercado da Madalena;Madalena;Rua Real da Torre, s/n - Madalena;4;4;8;-8.05237; -34.90885 
2021;P016;Praça Eça de Queiroz;Madalena;R. Des. Luís Salazar/ Esquina com Av. Visc. de Albuquerque;1;1;2;-8.0509; -34.90665 
2021;P017;Escola Waldemar de Oliveira ;Santo Amaro ;Avenida Mario Melo, s/n - Santo Amaro;1;2;4;-8.05496; -34.88021 
2021;P018;Calçada Dom Vital ;São José;Praça Dom Vital, s/n (calçada) - São José ;1;4;8;-8.0679; -34.87812 
2021;P019;Avenida Beberibe;Água Fria ;Avenida Beberibe, 2047 - Água Fria (ponto separados ao longo da via);2;4;8;-8.0193; -34.89408 
2021;P020;Orla de Brasília Teimosa;Brasilia Teimosa;Avenida Brasília Formosa, 1078 - Brasília Teimosa;6;2;4;-8.08102; -34.87676 
2021;P021;Escola Municipal Arraial Novo do Bom Jesus ;Cordeiro ;Estr. do Forte do Arraial Novo do Bom Jesus, 1340 - Cordeiro;4;2;4;-8.05895; -34.93158 
2021;P022;Praça da Várzea;Várzea;Av. Afonso Olindense x Praça Pinto Dâmaso;6;4;8;-8.04876; -34.95968 
2021;P023;Mercado de Afogados ;Afogados ;Estrada dos Remédios, 162 - Afogados ;5;5;10;-8.07822; -34.90691 
2021;P024;Praça Mauriceia;Ipsep;Rua Araçatuba, na Praça Mauricéia;2;4;8;-8.10809; -34.9165 
2021;P025;Mercado da Boa Vista;Boa Vista ;Rua da Santa Cruz, 136 - Boa Vista ;1;2;4;-8.06316; -34.88863 
2021;P026;Praça da Convenção ;Beberibe;Rua Uriel de Holanda, s/n - Beberibe;2;5;10;-8.00266; -34.89772 
2021;P027;Praça Noel Rodrigues;San Martin;Praça Noel Rodrigues. Rua Gui Bastos Júnior/ esquina com Rua Comendador Franco Ferreira;1;3;6;-8.06679; -34.92732 
2021;P028;Pátio do Carmo;Santo Antônio;Av. Dantas Barreto esquina com Rua São Pedro;1;2;4;-8.06643; -34.87938 
2021;P029;Rua da Palma;Santo Antônio;Rua Matias de Albuquerque com Rua da Palma;1;1;2;-8.0636; -34.88021 
2021;P030;Orla de Boa Viagem - Quadras;Boa Viagem;Avenida Boa Viagem, 956, Orla de Boa Viagem - próximo das quadras de tênis;6;4;8;-8.10014; -34.88453 
2021;P031;Parque Dona Lindú 01;Boa Viagem;Parque Dona Lindú 01 -proximo a pista de skate;6;5;10;-8.14095; -34.90398 
2021;P032;Parque Dona Lindú 02;Boa Viagem;Parque Dona Lindú 02 - Rua Setubal;6;2;4;-8.14209; -34.90449 
2021;P033;Orla do Pina - JCPM;Pina;Orla do Pina - Próximo ao JCPM - Av. Antonio de Góes;6;4;8;-8.09084; -34.88174 
2021;P034;Orla do Pina 01;Pina;Orla do Pina - Próximo a rua Ondina;6;4;8;-8.09421; -34.88259 
2021;P035;Orla do Pina 02;Pina;Orla do Pina - Próximo a pista de Skate - Na frente do Lote 674;6;4;8;-8.09761; -34.88343 
2021;P036;Orla de Boa Viagem - 2º Jardim;Boa Viagem;Orla de Boa Viagem - 2º Jardim;6;4;8;-8.10526; -34.88729 
2021;P037;Orla de Boa Viagem - Parque Dona Lindu;Boa Viagem;Orla de Boa Viagem, na frente do Parque Dona LIndu;6;4;8;-8.14224; -34.90363 
2021;P038;Orla de Boa Viagem - R. Bruno Veloso;Boa Viagem;Orla de Boa Viagem - Próximo a rua Bruno Veloso;6;4;8;-8.12202; -34.89596 
2021;P039;Orla de Boa Viagem - EDF. ACAIACA;Boa Viagem;Orla de Boa Viagem - Próximo a rua Felix da Brito e Melo;6;4;8;-8.11863; -34.89409 
2021;P040;Orla de Boa Viagem - Padaria Boa Viagem;Boa Viagem;Orla de Boa Viagem - Próximo a rua Pe Bernadino Pessoa;6;4;8;-8.11539; -34.89212 
2021;P041;Mercado de Água Fria / Beberibe;Água Fria;Na entrada do Mercado de Água Fria / Beberibe;2;13;26;-8.01988; -34.89453 
2021;P042;Mercado do Cordeiro;Cordeiro;Na entrada do Mercado do Cordeiro;4;14;28;-8.0517; -34.92125 
2021;P043;Parque Caiara;Iputinga;Na entrada do Parque Caiara;4;17;17;-8.03861; -34.92838 
2021;P044;Policlínica Professor Waldemar de Oliveira;Santo Amaro;Policlínica Professor Waldemar de Oliveira;1;8;16;-8.07097; -34.88157 
2021;P045;Praça Vidal Negreiros;São José;Praça Vidal Negreiros;1;5;10;-8.05888; -34.87245 
2021;P046;Praça Tiradentes 01;Recife;Praça Tiradentes - na Tv. Tiradentes próximo ao Cais do apolo;1;10;20;-8.05907; -34.8718 
2021;P046;Praça Tiradentes 02;Recife;Praça Tiradentes - Rua do Brum;1;10;20;-8.05907; -34.8718 
2021;P047;Cais Alfândega;Recife;Cais Alfândega - Acesso do shopping em frente aRua da livraria Jaqueira ;1;5;10;-8.06514; -34.87412 
2021;P048;Paço Alfândega;Recife;Paço Alfândega;1;6;12;-8.06516; -34.87361 
2021;P049;Rua da Guia;Recife;Rua da Guia;1;6;12;-8.06173; -34.87191 
2021;P050;Rua do Bom Jesus;Recife;Rua do Bom Jesus;1;5;10;-8.06163; -34.87114 
2021;P051;Rua Domingos José Martins;Recife;Rua Domingos José Martins;1;6;12;-8.06179; -34.87161 
2021;P052;Rua do Observatório;Recife;Rua do Observatório;1;8;16;-8.06051; -34.87209 
2021;P053;Rua Senador José Henrique;Ilha do Leite;Rua Senador José Henrique;1;3;6;-8.06515; -34.89595 
2021;P054;Orla de Boa Viagem - Barão de Souza Leão;Boa Viagem;Avenida Boa Viagem, 4988 - Próximo a pracinha de Boa Viagem;3;4;8;-8.13286; -34.90016 
2021;P055;Rua Gen. José Semeão;Boa Vista;Rua do Lazer;1;5;10;-8.05523; -34.88657 
2021;P056;Mercado Madalena;Madalena;Mercado Madalena;4;5;10;-8.05256; -34.90887 
2021;P057;Senai;Santo Amaro;Senai - Na Av. Norte Miguel Arraes;1;26;52;-8.04695; -34.8779 
2021;P058;Av. Beira Rio;Graças;Av. Beira Rio;4;5;10;-8.04672; -34.90416 
2021;P059;Palácio do Governo do Recife;Santo Antônio;Praça da República, S/N;1;3;6;-8.06042; -34.87722 
2021;P060;Parque 13 de Maio;Boa Vista;Parque 13 de Maio;1;5;10;-8.05649; -34.88254 
2021;P061;Avenida Conde da Boa Vista;Boa Vista;Avenida Conde da Boa Vista - próximo a rua da aurora;1;6;12;-8.06186; -34.88175 
2021;P062;Avenida Conde da Boa Vista;Boa Vista;Avenida Conde da Boa Vista - próximo a rua da saudade;1;6;12;-8.06133; -34.88288 
2021;P063;Shopping Boa Vista;Boa Vista;Shopping Boa Vista - na avenida conde da boa vista;1;6;12;-8.05914; -34.88741 
2021;P064;URB;Boa Vista;URB - na avenida conde da boa vista;1;6;12;-8.05839; -34.88861 
2021;P065;Fafire;Boa Vista;Fafire - na avenida conde da boa vista;1;6;12;-8.05801; -34.88937 
2021;P066;ABRE;Boa Vista;ABRE - na avenida conde da boa vista;1;6;12;-8.05659; -34.89244 
2021;P067;Parque da Macaxeira;Macaxeira;Parque da Macaxeira;3;34;34;-8.01563; -34.9324 
2021;P068;Sítio da Trindade;Casa Amarela;Sítio da Trindade;3;5;10;-8.02852; -34.91169 
2021;P069;Parque Santana;Santana;Parque Santana, próximo a entrada;3;26;26;-8.04105; -34.91729 
2021;P070;Praça Barão de Caiara;Santana;Praça Barão de Caiara;3;11;11;-8.03877; -34.91145 
2021;P071;Compaz Governador Eduardo Campos;Linha do Tiro;Compaz Governador Eduardo Campos;2;10;10;-8.01043; -34.90274 
2021;P072;Parque da Jaqueira;Jaqueira;Parque da Jaqueira;3;2;4;-8.03671; -34.90451 
2021;P073;Parque da Jaqueira Academia Recife;Jaqueira;Parque da Jaqueira Academia Recife;3;5;10;-8.03744; -34.90579 
2021;P074;Mercado da Encruzilhada;Encruzilhada;Mercado da Encruzilhada;2;2;4;-8.03722; -34.89214 
2021;P075;Jardim Botânico do Recife;Curado;Jardim Botânico do Recife;1;9;18;-8.07603; -34.96668 
2021;P076;Academia Recife - Praça do ABC;Mustardinha;Rua Jose Bezerra Cavalcante, 44 ;5;4;8;-8.07307; -34.91878 
2021;P077;TI Getúlio Vargas 01;Cordeiro;TI Getúlio Vargas;4;4;8;-8.05051; -34.92119 
2021;P078;Rua da Aurora;Santo Amaro;Rua da Aurora;1;10;20;-8.0553; -34.87718 
2021;P079;Lagoa do Araçá;Imbiribeira;Lagoa do Araçá - proximo a Rua Dr Emilio Ribas;6;5;10;-8.09228; -34.91353 
2021;P080;COMPAZ Escritor Ariano Suassuna;Cordeiro;COMPAZ Escritor Ariano Suassuna;4;2;4;-8.05996; -34.92586 
2021;P081;Praça Sérgio Lorêto;São José;Praça Sérgio Lorêto;1;5;10;-8.07321; -34.88497 
2021;P082;Prefeitura 1;Recife;Prefeitura 1;1;10;20;-8.05383; -34.87265 
2021;P083;Prefeitura 2;Recife;Prefeitura 2;1;10;20;-8.05463; -34.87239 
2021;P084;Centro Esportivo Santos Dumont;Boa Viagem;Centro Esportivo Santos Dumont;6;5;10;-8.13101; -34.90855 
2021;P085;Fórum Desembargador Rodolfo Aureliano;Joana Bezerra;Fórum Desembargador Rodolfo Aureliano;1;10;20;-8.07109; -34.89438 
2021;P086;Cais do Imperador;Santo Antônio;Cais do Imperador;1;7;14;-8.06516; -34.87617 
2021;P087;Mamede Simões;Santo Amaro;Rua Mamede Simões, 144;1;7;14;-8.05782; -34.88012 
2021;P088;Parque 13 de Maio;Boa Vista;Parque 13 de Maio;1;8;8;-8.05672; -34.88196 
2021;P089;Sede CTTU;Santo Amaro;Av. Cruz Cabugá, 301 - Santo Amaro;1;5;10;-8.05152; -34.87976 
2022;P090;Redesenho - Rua das Oficinas;Pina;Rua das Oficinas - Na frente da escola ;6;3;6;-8.0848; -34.88406 
2021;P091;EREM João Bezerra;Brasília Teimosa; Rua Francisco Valpassos, s/n - Brasília Teimosa;6;10;20;-8.08599; -34.88287 
2021;P092;Praça de Jardim São Paulo 01;Jardim São Paulo;Praça de Jardim São Paulo, Próximo a Delegacia;5;5;10;-8.08165; -34.93874 
2021;P093;Praça do Engenho do Meio;Engenho do meio;R. Antônio Curado, na entrada da Praça;4;5;10;-8.05737; -34.94213 
2021;P094;Academia da Cidade de Campo Grande;Campo Grande;Avenida Agamenon Magalhães, Academia da Cidade de Campo Grande;2;4;8;-8.03778; -34.87584 
2021;P095;Praça do Rosarinho;Rosarinho;Av. Norte Miguel Arraes de Alencar, localizado na entrada da Praça;2;5;10;-8.03307; -34.89663 
2021;P096;Praça do Derby;Derby;Praça do Derby, no lado oposto aos lotes 109 e 85 ;3;5;10;-8.05593; -34.8992 
2022;P097;Soledade;Soledade;R. da Soledade, ao lado da estação TeamBici PE;1;5;10;-8.05797; -34.88988 
2021;P098;Upinha CHIÉ;Santo Amaro;Avenida Agamenon Magalhães, Pista local;1;5;10;-8.03729; -34.87419 
2022;P099;AVENIDA GUARARAPES 01 (Canteiro);Santo Antônio;Avenida Guararapes, no canteiro, do lado oposto aos correios;1;3;6;-8.06269; -34.88023 
2022;P099;AVENIDA GUARARAPES 02 (Correios);Santo Antônio;Avenida Guararapes, no canteiro em frente aos correios correios;1;2;4;-8.06269; -34.88023 
2022;P100;AVENIDA GUARARAPES 03 (Canteiro);Santo Antônio;Avenida Guararapes, no canteiro em frente ao Edifício Trianon - Uninassau/SerEducacional;1;5;10;-8.06284; -34.88021 
2022;P101;Teatro do Parque 01;Boa Vista;Rua do Hospício – Boa Vista;1;3;6;-8.06208; -34.88472 
2022;P101;Teatro do Parque 02;Boa Vista;Rua do Hospicio - Boa Vista;1;2;4;-8.06208; -34.88472 
2022;P102;UPE/Reitoria;Santo Amaro;Avenida Gov. Agamenon Magalhães;1;5;10;-8.04364; -34.88637 
2022;P103;Praça de Parnamirim;Parnamirim;Praça Dr. Lula Cabral de Melo, 448;3;5;10;-8.03323; -34.91013 
2022;P104;Canal do Cavouco 01 ;Iputinga;Rua Prof. Coelho de Almeida, 65 ;4;5;10;-8.04531; -34.93158 
2022;P105;Praça da Torre;Torre;Praça Professor Barreto Campelo;4;5;10;-8.04648; -34.91374 
2022;P106;Parque da Macaxeira ;Macaxeira;Avenida Norte - Dentro do parque, próximo a Academia Recife;3;5;10;-8.01648; -34.93218 
2022;P107;Pátio Santa Cruz ;Boa Vista;Rua Velha, em frente a Igreja de Santa Cruz;1;5;10;-8.06218; -34.88799 
2022;P108;Praça do Hipódromo/Academia Recife;Hipódromo;Rua Fonseca Oliveira - Praça do Hipódromo;2;5;10;-8.03196; -34.88695 
2022;P109;USF Alto do Capitão/ Academia da Cidade 01 ;Dois Unidos;Rua do Campo, 79;2;3;6;-7.99989; -34.91407 
2022;P109;USF Alto do Capitão/ Academia da Cidade 02 ;Dois Unidos;Rua Tupiraçaba, 1368;2;2;4;-7.99989; -34.91407 
2023;P110;Academia Recife - Polo Santo Amaro;Santo Amaro;Avenida Governador Agamenon Magalhães, 20 - Santo Amaro;1;5;10;-8.04454; -34.88805 
2022;P111;Academia da Cidade - Polo Santo Amaro;Santo Amaro;Avenida Governador Agamenon Magalhães, 1286 - 90A na frente da Assembléia de Deus ;1;5;10;-8.03952; -34.87756 
2022;P112;Academia Recife e da Cidade - Polo Coque ;Joana Bezerra;Rua Água Doce, Próximo a academia Recife;1;5;10;-8.06989; -34.89705 
2022;P113;Rua da Palma 02;Santo Antônio;Rua da Palma;1;2;4;-8.06406; -34.88034 
2023;P114;Academia Recife - Polo Água Fria ;Porto da Madeira;Rua Arão Bloter, 90 ;2;5;10;-8.00941; -34.88892 
2022;P115;Academia Recife - Polo Casa Amarela 01;Casa Amarela;Rua Marino de Melo Berenguer, 5673;3;3;6;-8.02215; -34.91583 
2022;P115;Academia Recife - Polo Casa Amarela 02;Casa Amarela;Rua Marino de Melo Berenguer, 5673;3;2;4;-8.02215; -34.91583 
2022;P116;Academia da Cidade - Polo Cajueiro;Campina do Barreto;Rua Coronel Urbano Ribeiro de Sena, 900;2;2;4;-8.01394; -34.8831 
